sent_id,de,en,ru,level,source,audio,tatoeba_audio_license
t8082876,Ist das meine Zahnbürste?,Is that my toothbrush?,Это моя зубная щётка?,B1,tatoeba:8082876,sent_t8082876.mp3,
t2676946,Ich benütze eine elektrische Zahnbürste.,I use an electric toothbrush.,Я пользуюсь электрической зубной щёткой.,B1,tatoeba:2676946,sent_t2676946.mp3,
x1-zahncreme-n,Ich kaufe heute neue Zahncreme.,I am buying new toothpaste today.,Сегодня я покупаю новую зубную пасту.,B1,llm-extra,sent_x1-zahncreme-n.mp3,
x2-zahncreme-n,Die Zahncreme liegt neben der Zahnbürste.,The toothpaste is next to the toothbrush.,Зубная паста лежит рядом с зубной щёткой.,B1,llm-extra,sent_x2-zahncreme-n.mp3,
x1-zahncreme-n-2,Ich kaufe heute neue Zahncrème.,I am buying new toothpaste today.,Сегодня я покупаю новую зубную пасту.,B1,llm-extra,sent_x1-zahncreme-n-2.mp3,
x2-zahncreme-n-2,Die Zahncrème liegt neben der Zahnbürste.,The toothpaste is next to the toothbrush.,Зубная паста лежит рядом с зубной щёткой.,B1,llm-extra,sent_x2-zahncreme-n-2.mp3,
t508942,Er presste Zahnpasta aus der Tube.,He squeezed the toothpaste out of a tube.,Он выдавил зубную пасту из тюбика.,B1,tatoeba:508942,sent_t508942.mp3,
t13275764,Shampoo und Zahnpasta kosten gleich viel.,Shampoo and toothpaste are the same price.,Шампунь и зубная паста стоят одинаково.,B1,tatoeba:13275764,sent_t13275764.mp3,
t2330140,Der Schmied hob das Hufeisen mit der Zange auf.,The smith used the tongs to pick up the horseshoe.,,B1,tatoeba:2330140,sent_t2330140.mp3,
t9949264,Leg die Zange in den Werkzeugkasten!,Put the pliers in the tool box.,,B1,tatoeba:9949264,sent_t9949264.mp3,
t3770797,Das ist ein Zeichen.,That's a sign.,Это знак.,B1,tatoeba:3770797,sent_t3770797.mp3,
t8219973,Zwei von Toms schönsten Zeichnungen wanderten auf den Müll.,Two of Tom's most beautiful drawings ended up in the rubbish.,Два из самых красивых рисунков Тома отправились в мусорное ведро.,B1,tatoeba:8219973,sent_t8219973.mp3,
t12722526,Das sind die Zeichnungen meines Sohnes.,These are my son's drawings.,Это рисунки моего сына.,B1,tatoeba:12722526,sent_t12722526.mp3,
t2890881,In der drittletzten Zeile ist ein Fehler.,There's a mistake in the third last line.,В третьей строчке с конца ошибка.,B1,tatoeba:2890881,sent_t2890881.mp3,
t691694,Ich konnte zwischen den Zeilen lesen.,I could read between the lines.,Я мог читать между строк.,B1,tatoeba:691694,sent_t691694.mp3,
t7545894,Anscheinend bin ich zu einem ungünstigen Zeitpunkt aufgetaucht.,It looks like I came at a bad time.,"Кажется, я появился в неудачный момент.",B1,tatoeba:7545894,sent_t7545894.mp3,
t12924460,"Dies ist kein guter Zeitpunkt, ein Haus zu kaufen.",This isn't a good time to buy a house.,Сейчас не самое подходящее время для покупки дома.,B1,tatoeba:12924460,sent_t12924460.mp3,
t2859324,Ich zeltete unweit der Ruinen eines verlassenen Dorfes.,I camped near the ruins of an abandoned village.,Я поставил палатку недалеко от руин покинутой деревни.,B1,tatoeba:2859324,sent_t2859324.mp3,
t4046775,Tom ging mit einem Freund zelten.,Tom went on a camping trip with a friend.,Том ходил с другом в поход.,B1,tatoeba:4046775,sent_t4046775.mp3,
t4245656,Können Sie mir ein zentral gelegenes Hotel nennen?,Can you give me the name of a centrally located hotel?,Можете назвать мне отель в центре?,B1,tatoeba:4245656,sent_t4245656.mp3,
x1-zentral-a,Die Wohnung liegt zentral und nahe am Bahnhof.,The apartment is centrally located and close to the train station.,"Квартира расположена в центре, недалеко от вокзала.",B1,llm-extra,sent_x1-zentral-a.mp3,
t4881636,Der Ausbruch des Vulkans Vesuv zerstörte die Stadt Pompeji.,The eruption of the volcano Vesuvius destroyed the city of Pompeii.,Извержение вулкана Везувий разрушило город Помпеи.,B1,tatoeba:4881636,sent_t4881636.mp3,
t413778,"Die Mission der Soldaten war es, die Brücke zu zerstören.",The soldiers' mission was to destroy the bridge.,Задачей солдат было уничтожить мост.,B1,tatoeba:413778,sent_t413778.mp3,
x1-zertifikat-n,Nach der Prüfung bekomme ich ein offizielles Zertifikat.,"After the exam, I receive an official certificate.",После экзамена я получу официальный сертификат.,B1,llm-extra,sent_x1-zertifikat-n.mp3,
x2-zertifikat-n,Dieses Zertifikat bestätigt meine Kenntnisse in Deutsch.,This certificate confirms my knowledge of German.,Этот сертификат подтверждает мои знания немецкого языка.,B1,llm-extra,sent_x2-zertifikat-n.mp3,
t9240923,Ich esse kein ungesundes Zeug.,I don't eat junk food.,Я не ем вредную еду.,B1,tatoeba:9240923,sent_t9240923.mp3,
t851612,Das ist dummes Zeug!,That's bullshit!,Ерунда это!,B1,tatoeba:851612,sent_t851612.mp3,
t351569,Er war der einzige Zeuge des Unfalls.,He was the only witness of the accident.,Он был единственным свидетелем аварии.,B1,tatoeba:351569,sent_t351569.mp3,CC BY-NC 4.0
t2820248,Diese Dame war heute Nachmittag um drei Zeugin eines Unfalls.,This lady witnessed an accident at three o'clock this afternoon.,Эта женщина была сегодня в три часа дня свидетельницей аварии.,B1,tatoeba:2820248,sent_t2820248.mp3,
t2968673,Ich bin ein ziemlich guter Schwimmer.,I'm a pretty good swimmer.,Я неплохо плаваю.,B1,tatoeba:2968673,sent_t2968673.mp3,
t360651,Das Auto ist ziemlich neu.,That car is quite new.,Машина довольно новая.,B1,tatoeba:360651,sent_t360651.mp3,CC BY-NC 4.0
t7550173,Banken verlangen höhere Zinsen für Kredite an riskante Kunden.,Banks charge higher interest on loans to risky customers.,,B1,tatoeba:7550173,sent_t7550173.mp3,
x1-zivilstand-n,Bitte tragen Sie Ihren Zivilstand in dieses Formular ein.,Please enter your marital status in this form.,"Пожалуйста, укажите ваше семейное положение в этой форме.",B1,llm-extra,sent_x1-zivilstand-n.mp3,
x2-zivilstand-n,Mein Zivilstand hat sich seit letztem Jahr nicht verändert.,My marital status has not changed since last year.,Моё семейное положение не изменилось с прошлого года.,B1,llm-extra,sent_x2-zivilstand-n.mp3,
x1-znueni-n,Die Kinder bringen jeden Morgen ein Znüni in die Schule.,The children bring a mid-morning snack to school every morning.,Дети каждое утро берут с собой в школу второй завтрак.,B1,llm-extra,sent_x1-znueni-n.mp3,
x2-znueni-n,Zum Znüni esse ich gern einen Apfel und Joghurt.,"For my mid-morning snack, I like to eat an apple and yogurt.",На второй завтрак я люблю есть яблоко и йогурт.,B1,llm-extra,sent_x2-znueni-n.mp3,
t942646,Diese Zone leidet an Wasserknappheit.,This area suffers from water shortages.,,B1,tatoeba:942646,sent_t942646.mp3,
t13388584,In der Sahel-Zone vertreibt der Wassermangel viele Menschen aus ihrer Heimat.,"In the Sahel region, lack of water is driving people from their homes.",,B1,tatoeba:13388584,sent_t13388584.mp3,
t3120820,Ich muss das Mittagessen zubereiten.,I've got to make lunch.,Мне нужно готовить обед.,B1,tatoeba:3120820,sent_t3120820.mp3,
t6931088,Wir könnten einen Salat zubereiten.,We could make a salad.,Мы могли бы сделать салат.,B1,tatoeba:6931088,sent_t6931088.mp3,
t135749,Ich habe ihn durch einen glücklichen Zufall kennen gelernt.,I met him by happy accident.,Я познакомился с ним по счастливой случайности.,B1,tatoeba:135749,sent_t135749.mp3,
t7559982,"Ich glaube nicht, dass das Zufall ist.",I don't think this is a coincidence.,"Не думаю, что это совпадение.",B1,tatoeba:7559982,sent_t7559982.mp3,
t5244086,Wir haben zu vielen Internetseiten keinen Zugang.,We don't have access to a lot of websites.,У нас нет доступа ко многим страницам в Сети.,B1,tatoeba:5244086,sent_t5244086.mp3,
t1953462,Alle Studenten der Universität haben Zugang zur Universitätsbibliothek.,All the students of the university have access to the university library.,Все студенты университета имеют доступ к университетской библиотеке.,B1,tatoeba:1953462,sent_t1953462.mp3,
t3008396,Tom hörte die Hintertür auf- und zugehen.,Tom heard the back door open and close.,,B1,tatoeba:3008396,sent_t3008396.mp3,
t6877528,"Ich finde, es sollte in meinem Leben romantischer zugehen.",I think that my life should be more romantic.,,B1,tatoeba:6877528,sent_t6877528.mp3,
t6110131,Dieser Garten ist für die Öffentlichkeit frei zugänglich.,This garden is open to the public and it's free.,,B1,tatoeba:6110131,sent_t6110131.mp3,
t6822286,Der Quelltext dieser Treiber ist nicht öffentlich zugänglich.,These drivers are not open source.,Исходный код этих драйверов недоступен публично.,B1,tatoeba:6822286,sent_t6822286.mp3,
t596916,Sind deine Eltern jetzt zuhause?,Are your parents in now?,Твои родители сейчас дома?,B1,tatoeba:596916,sent_t596916.mp3,
t411159,Ich werde zuhause bleiben.,I'll stay home.,Я останусь дома.,B1,tatoeba:411159,sent_t411159.mp3,CC BY-NC 4.0
t3066545,Sie sind wirklich ein schlechter Zuhörer.,You're a really bad listener.,Вы совсем не умеете слушать.,B1,tatoeba:3066545,sent_t3066545.mp3,
t3253489,Sie machte die Zuhörer auf diese Angelegenheit aufmerksam.,She drew the audience's attention to the issue.,Она обратила внимание слушателей на этот вопрос.,B1,tatoeba:3253489,sent_t3253489.mp3,
t13234414,"Mary redet viel, ist aber eine schlechte Zuhörerin.","Mary is a big talker, but a bad listener.","Мэри много говорит, но не умеет слушать.",B1,tatoeba:13234414,sent_t13234414.mp3,
t12566805,Du bist so eine gute Zuhörerin und Ratgeberin.,You are such a good listener and advisor.,Ты такая хорошая слушательница и советчица.,B1,tatoeba:12566805,sent_t12566805.mp3,
t1446874,Ich habe keine Zukunft.,I have no future.,У меня нет будущего.,B1,tatoeba:1446874,sent_t1446874.mp3,CC BY-NC 4.0
t2404410,Stelle mich deiner zukünftigen Frau vor!,Introduce me to your future wife.,Познакомь меня со своей будущей женой.,B1,tatoeba:2404410,sent_t2404410.mp3,
t10031859,Ich habe meine zukünftige Frau gesehen.,I saw my future wife.,Я увидел свою будущую жену.,B1,tatoeba:10031859,sent_t10031859.mp3,
t11515662,Wir waren glücklich – zumindest glaubte ich das.,We were happy – or so I thought.,"Мы были счастливы - по крайней мере, я так думал.",B1,tatoeba:11515662,sent_t11515662.mp3,
t874667,Vergangenes Jahr habe ich ein wenig zugenommen.,I put on a little weight last year.,Я в прошлом году немного поправился.,B1,tatoeba:874667,sent_t874667.mp3,
t13764387,"Findest du nicht, dass ich zugenommen habe?",Don't you think I've gained weight?,"Тебе не кажется, что я поправилась?",B1,tatoeba:13764387,sent_t13764387.mp3,
t1325443,Es war einfacher als es zunächst schien.,It was easier than it first appeared.,"Это было проще, чем поначалу казалось.",B1,tatoeba:1325443,sent_t1325443.mp3,
t7525521,Man wird dir zunächst einfache Fragen stellen; auf die musst du schnell antworten.,First they'll ask you easy questions; you have to answer those quickly.,"Сначала тебе будут задавать простые вопросы, отвечать на них нужно быстро.",B1,tatoeba:7525521,sent_t7525521.mp3,
t3851388,"Ich glaube, ich spreche gut genug Französisch, um zurechtzukommen.",I think I can speak French well enough to get by.,"Думаю, я достаточно владею французским, чтобы объясниться.",B1,tatoeba:3851388,sent_t3851388.mp3,
t829798,Jeder auf dieser Welt muss mit einer Menge von Schwierigkeiten zurechtkommen.,Everybody in this world has to cope with a lot of difficulties.,Все должны совладать с большим количеством трудностей в этом мире.,B1,tatoeba:829798,sent_t829798.mp3,
t3274500,"Tom hat eine Arbeit gefunden, die ihm zusagt.",Tom found a job that he likes.,"Том нашёл работу, которая ему нравится.",B1,tatoeba:3274500,sent_t3274500.mp3,
t4136229,"Tom hat zugesagt, Maria bei der Jobsuche zu helfen.",Tom agreed to help Mary find a job.,Том согласился помочь Марии найти работу.,B1,tatoeba:4136229,sent_t4136229.mp3,
x1-zusammen-o,Das Präfix Zusammen- steht in vielen deutschen Wörtern.,The prefix Zusammen- appears in many German words.,Префикс Zusammen- встречается во многих немецких словах.,B1,llm-extra,sent_x1-zusammen-o.mp3,
x2-zusammen-o,Zusammen- verbindet Wörter mit einer gemeinsamen Bedeutung.,Zusammen- connects words with a shared meaning.,Префикс Zusammen- соединяет слова с общим значением.,B1,llm-extra,sent_x2-zusammen-o.mp3,
t5826409,Ich freue mich auf die Zusammenarbeit mit Tom.,The person I look forward to working with is Tom.,Я с нетерпением жду сотрудничества с Томом.,B1,tatoeba:5826409,sent_t5826409.mp3,
t6812365,Die Zusammenarbeit mit Tom hat mir Spaß gemacht.,I liked working with Tom.,Мне понравилось работать с Томом.,B1,tatoeba:6812365,sent_t6812365.mp3,
t802311,Ich möchte diese Passage für dich zusammenfassen.,I want to sum up this passage for you.,,B1,tatoeba:802311,sent_t802311.mp3,
t10724150,Könnten Sie bitte die relevanten Punkte zusammenfassen?,Could you please summarize the pertinent points?,"Не могли бы вы, пожалуйста, обобщить основные пункты?",B1,tatoeba:10724150,sent_t10724150.mp3,
t669829,Aus dem Zusammenhang gerissen ist dieser Satz wenig aufschlussreich.,This sentence isn't very interesting out of context.,Вне контекста это предложение большого интереса не представляет.,B1,tatoeba:669829,sent_t669829.mp3,
t5711722,"Ich frage mich, ob es da einen Zusammenhang gibt.",I wonder if there's a connection.,"Интересно, есть ли связь.",B1,tatoeba:5711722,sent_t5711722.mp3,
t7844451,"Es hat Spaß gemacht, dir beim Tanzen zuzuschauen.",I really liked watching you dance.,,B1,tatoeba:7844451,sent_t7844451.mp3,
t1406993,Er hat den Jungen beim Schwimmen zugeschaut.,He watched the boys swimming.,,B1,tatoeba:1406993,sent_t1406993.mp3,
t1246811,Ein Raunen ging durch die Reihen der Zuschauer.,A murmur went through the audience.,По рядам зрителей пробежал ропот.,B1,tatoeba:1246811,sent_t1246811.mp3,
t12482976,Wir hatten noch nie so viele Zuschauer.,We've never had this many viewers before.,У нас ещё никогда не было столько зрителей.,B1,tatoeba:12482976,sent_t12482976.mp3,
x1-zuschauerin-n,Die Zuschauerin verließ das Stadion vor dem Ende des Spiels.,The female spectator left the stadium before the end of the game.,Зрительница покинула стадион до окончания игры.,B1,llm-extra,sent_x1-zuschauerin-n.mp3,
x2-zuschauerin-n,Eine Zuschauerin stellte dem Schauspieler nach der Aufführung eine Frage.,A female spectator asked the actor a question after the performance.,Одна зрительница задала актёру вопрос после спектакля.,B1,llm-extra,sent_x2-zuschauerin-n.mp3,
x1-zuschlag-n,Für die Lieferung am Wochenende verlangen wir einen kleinen Zuschlag.,We charge a small surcharge for delivery on weekends.,За доставку в выходные мы берём небольшую доплату.,B1,llm-extra,sent_x1-zuschlag-n.mp3,
x2-zuschlag-n,Der Zuschlag für das zusätzliche Gepäck ist ziemlich teuer.,The surcharge for the extra luggage is quite expensive.,Доплата за дополнительный багаж довольно высокая.,B1,llm-extra,sent_x2-zuschlag-n.mp3,
t11763217,Die Gemälde waren in einem sehr guten Zustand.,The paintings were in very good condition.,Картины были в очень хорошем состоянии.,B1,tatoeba:11763217,sent_t11763217.mp3,
t3507599,Ist Toms Zustand wirklich so ernst?,Is Tom's condition really that serious?,Состояние Тома действительно такое серьёзное?,B1,tatoeba:3507599,sent_t3507599.mp3,
t1633787,Sie werden niemals zustimmen.,They will never agree.,Они никогда не согласятся.,B1,tatoeba:1633787,sent_t1633787.mp3,
t6859263,Alle drei Ärzte haben der Diagnose zugestimmt.,All three doctors agreed on the diagnosis.,Все три врача были согласны с диагнозом.,B1,tatoeba:6859263,sent_t6859263.mp3,
t370474,Ich verstand ihr Schweigen als Zustimmung.,I interpreted their silence as consent.,Я расценил её молчание как согласие.,B1,tatoeba:370474,sent_t370474.mp3,
t3252718,Sie brauchen meine Zustimmung nicht.,You don't need my approval.,Вам не нужно моё одобрение.,B1,tatoeba:3252718,sent_t3252718.mp3,
t1837622,"Er ist zuständig, die ausländischen Gäste zu unterhalten.",He is in charge of entertaining the foreign guests.,"Он отвечает за то, чтобы развлекать иностранных гостей.",B1,tatoeba:1837622,sent_t1837622.mp3,
t6866411,Ich bin für die Umsetzung dieses Plans zuständig.,I am responsible for the realisation of this plan.,Он отвечает за реализацию этого плана.,B1,tatoeba:6866411,sent_t6866411.mp3,
t1008106,Zusätzlich zu Romanen und Gedichten schreibt sie Essays.,She writes essays in addition to novels and poetry.,"Кроме романов и стихов, она пишет эссе.",B1,tatoeba:1008106,sent_t1008106.mp3,
t6985691,Der Lehrer gab Tom noch zusätzliche Hausaufgaben auf.,The teacher gave Tom extra homework.,Учитель задал Тому ещё домашнее задание.,B1,tatoeba:6985691,sent_t6985691.mp3,
t709759,Erbsen und Karotten sind übliche Zutaten in Suppen.,Peas and carrots are common ingredients in soups.,,B1,tatoeba:709759,sent_t709759.mp3,
t776234,"Mary mischte die Zutaten, um einen Kuchen zu backen.",Mary mixed the ingredients to make a cake.,,B1,tatoeba:776234,sent_t776234.mp3,
t2442349,"Sie ist zuverlässig, höflich und kenntnisreich.","She is reliable, polite and knowledgeable.","Она надёжная, вежливая и образованная.",B1,tatoeba:2442349,sent_t2442349.mp3,
t8080242,Hältst du Tom und Maria wirklich für zuverlässig?,Do you really think Tom and Mary are trustworthy?,Ты действительно считаешь Тома и Марию надёжными?,B1,tatoeba:8080242,sent_t8080242.mp3,
x1-zvieri-n,Die Kinder bekommen nach der Schule ein Zvieri.,The children get an afternoon snack after school.,После школы дети получают полдник.,B1,llm-extra,sent_x1-zvieri-n.mp3,
x2-zvieri-n,Zum Zvieri trinkt er Milch und isst einen Apfel.,"For an afternoon snack, he drinks milk and eats an apple.",На полдник он пьёт молоко и ест яблоко.,B1,llm-extra,sent_x2-zvieri-n.mp3,
t2329986,"Ihr seid zwar Anfänger, aber ihr lernt schnell.","You are beginners, but you learn quickly.","Вы начинающие, но быстро у́читесь.",B1,tatoeba:2329986,sent_t2329986.mp3,
t12626851,"Ich will eine Tasse Kaffee, und zwar sofort!",I want a cup of coffee and I want it now.,"Я хочу чашку кофе, и немедленно.",B1,tatoeba:12626851,sent_t12626851.mp3,
t3263604,Die Kernenergie kann für friedliche Zwecke verwendet werden.,Nuclear energy can be used for peaceful purposes.,Атомная энергия может использоваться в мирных целях.,B1,tatoeba:3263604,sent_t3263604.mp3,
t599287,"Es hat keinen Zweck, noch länger auf sie zu warten.",There is no use waiting for her any longer.,Её можно больше не ждать.,B1,tatoeba:599287,sent_t599287.mp3,
t7678054,Ich hatte von Anfang an Zweifel.,I had my doubts from the get-go.,У меня с самого начала были сомнения.,B1,tatoeba:7678054,sent_t7678054.mp3,CC BY-NC 4.0
t5083324,"Du hast keine Gründe, an mir zu zweifeln.",You have no reason to doubt me.,У тебя нет причин во мне сомневаться.,B1,tatoeba:5083324,sent_t5083324.mp3,
t8639262,Ich habe keine Sekunde lang an dir gezweifelt.,I didn't doubt you for a second.,Я ни секунды в тебе не сомневался.,B1,tatoeba:8639262,sent_t8639262.mp3,
x1-zweitsprache-n,Deutsch ist für viele Menschen eine wichtige Zweitsprache.,German is an important second language for many people.,Для многих людей немецкий — важный второй язык.,B1,llm-extra,sent_x1-zweitsprache-n.mp3,
x2-zweitsprache-n,Sie lernt ihre Zweitsprache jeden Abend mit einer App.,She studies her second language every evening with an app.,Она каждый вечер учит второй язык с помощью приложения.,B1,llm-extra,sent_x2-zweitsprache-n.mp3,
t659665,Zwiebeln kochen schneller als Kartoffeln.,Onions cook more quickly than potatoes.,"Лук готовится быстрее, чем картофель.",B1,tatoeba:659665,sent_t659665.mp3,
t1014045,"Meine Eltern haben mich gezwungen, dorthin zu gehen.",My parents made me go there.,Мои родители заставили меня туда пойти.,B1,tatoeba:1014045,sent_t1014045.mp3,
t2752933,"Unsere Nachbarn waren gezwungen, ihr Haus zu verkaufen.",Our neighbours were forced to sell their house.,Наши соседи были вынуждены продать свой дом.,B1,tatoeba:2752933,sent_t2752933.mp3,
t1317712,Man kann auf ihn zählen.,He can be trusted.,На него можно рассчитывать.,B1,tatoeba:1317712,sent_t1317712.mp3,
t3440509,"Das ist alles, was zählt.",That's all that matters.,"Это всё, что имеет значение.",B1,tatoeba:3440509,sent_t3440509.mp3,
x1-zuender-n,Der Zünder der Bombe wurde von Experten entfernt.,The bomb's detonator was removed by experts.,Взрыватель бомбы был удалён специалистами.,B1,llm-extra,sent_x1-zuender-n.mp3,
x2-zuender-n,Die Polizei fand den Zünder neben der alten Bombe.,The police found the detonator next to the old bomb.,Полиция нашла взрыватель рядом со старой бомбой.,B1,llm-extra,sent_x2-zuender-n.mp3,
t2896064,"Das Feuer wurde durch Kinder verursacht, die mit Zündhölzern spielten.",The fire was brought about by children's playing with matches.,"Пожар устроили дети, которые играли со спичками.",B1,tatoeba:2896064,sent_t2896064.mp3,
x1-zuendholz-n,Bitte bewahre die Zündhölzer außerhalb der Reichweite von Kindern auf.,Please keep the matches out of children's reach.,"Пожалуйста, храните спички в недоступном для детей месте.",B1,llm-extra,sent_x1-zuendholz-n.mp3,
t355,"Wenn man beginnt, seinem Passfoto ähnlich zu sehen, sollte man in den Urlaub fahren.","When you're beginning to look like the photo in your passport, you should go on a holiday.","Когда начинаешь быть похожим на своё паспортное фото, тебе надо в отпуск.",B1,tatoeba:355,sent_t355.mp3,
t7828446,Habe keine Angst vor Änderungen.,Don't be afraid of change.,Не бойся перемен.,B1,tatoeba:7828446,sent_t7828446.mp3,
x1-aenderung-n,Die geplanten Änderungen betreffen auch unseren Alltag.,The planned changes also affect our everyday lives.,Запланированные изменения также затрагивают нашу повседневную жизнь.,B1,llm-extra,sent_x1-aenderung-n.mp3,
t635089,"Er ist zu ängstlich, um es zu versuchen.",He's too timid to try.,"Он слишком боязлив, чтобы попробовать.",B1,tatoeba:635089,sent_t635089.mp3,
t2223322,Sie sind überaus ängstlich.,You're very timid.,Вы очень боязливы.,B1,tatoeba:2223322,sent_t2223322.mp3,
t363369,Ein Verkehrsunfall hat uns viel Ärger verursacht.,A traffic accident caused us a lot of trouble.,ДТП вызвало у нас большое раздражение.,B1,tatoeba:363369,sent_t363369.mp3,
t709477,Tom hatte keinen Grund ärgerlich zu sein.,Tom had no reason to be angry.,У Тома не было никаких причин для гнева.,B1,tatoeba:709477,sent_t709477.mp3,
t1814715,"Wenn du nicht mit ihm übereinstimmst, neigt er dazu, ärgerlich zu werden.","If you disagree with him, he is liable to get angry.","Если ты не согласишься с ним, он, вероятно, разозлится.",B1,tatoeba:1814715,sent_t1814715.mp3,
t6154356,Die Ärztin entdeckte einen Knoten in ihrer Brust.,The doctor discovered a lump in her breast.,Врач обнаружила у неё в груди опухоль.,B1,tatoeba:6154356,sent_t6154356.mp3,
t8438034,Du bist die Ärztin.,You are the doctor.,Ты врач.,B1,tatoeba:8438034,sent_t8438034.mp3,CC BY 4.0
x1-aeusserlich-a,Äußerlich wirkt das alte Haus noch sehr schön.,The old house still looks very beautiful from the outside.,Снаружи старый дом всё ещё выглядит очень красиво.,B1,llm-extra,sent_x1-aeusserlich-a.mp3,
x2-aeusserlich-a,Die Verletzung ist äußerlich kaum zu erkennen.,The injury is hardly noticeable from the outside.,Эту травму почти не видно снаружи.,B1,llm-extra,sent_x2-aeusserlich-a.mp3,
t963211,Die öffentliche Meinung begann sich zu wandeln.,Public opinion began to change.,Общественное мнение стало меняться.,B1,tatoeba:963211,sent_t963211.mp3,
t12576858,Pärchen halten hier gewöhnlich nicht in aller Öffentlichkeit Händchen.,Couples don't usually hold hands in public here.,Здесь парочки обычно не держатся за руки прилюдно.,B1,tatoeba:12576858,sent_t12576858.mp3,
t6820341,"Maria bat Tom, sie nicht mehr in aller Öffentlichkeit zu küssen.",Mary asked Tom not to kiss her in public anymore.,Мария попросила Тома больше её не целовать в публичных местах.,B1,tatoeba:6820341,sent_t6820341.mp3,
t349946,Als Kind bin ich öfter im Meer schwimmen gegangen.,"When I was a child, I often went swimming in the sea.",В детстве я часто ходил на море купаться.,B1,tatoeba:349946,sent_t349946.mp3,
t1030539,Deutsche Männer gehen öfter zum Frisör als deutsche Frauen.,German men go to the hairdresser more often than German women.,"Немецкие мужчины ходят к парикмахеру чаще, чем немецкие женщины.",B1,tatoeba:1030539,sent_t1030539.mp3,
x1-oeko-o,Öko-Bauern verkaufen ihr Gemüse auf dem Markt.,Organic farmers sell their vegetables at the market.,"Фермеры, выращивающие экологически чистые продукты, продают овощи на рынке.",B1,llm-extra,sent_x1-oeko-o.mp3,
x2-oeko-o,Öko-Hotels sparen oft Wasser und Energie.,Eco-friendly hotels often save water and energy.,Экологичные отели часто экономят воду и энергию.,B1,llm-extra,sent_x2-oeko-o.mp3,
t657103,Umweltverschmutzung hat einen verheerenden Effekt auf das ökologische Gleichgewicht einer Region.,Pollution has a disastrous effect on the ecology of a region.,Загрязнение окружающей среды оказывает разрушительное воздействие на экологическое равновесие региона.,B1,tatoeba:657103,sent_t657103.mp3,
t1927462,Kannst du uns etwas über die ökologischen Merkmale dieser Gegend sagen?,Can you tell us about some of the natural features of that area?,Можешь рассказать нам об экологических особенностях этой местности?,B1,tatoeba:1927462,sent_t1927462.mp3,
x1-ueber-o,Das Präfix über- verändert die Bedeutung vieler Wörter.,The prefix über- changes the meaning of many words.,Приставка über- изменяет значение многих слов.,B1,llm-extra,sent_x1-ueber-o.mp3,
x2-ueber-o,Über- kann in deutschen Wörtern verschiedene Bedeutungen haben.,Über- can have different meanings in German words.,Приставка über- может иметь разные значения в немецких словах.,B1,llm-extra,sent_x2-ueber-o.mp3,
t7287357,Unser Hund wurde von einem LKW überfahren.,A truck ran over our dog.,Нашу собаку сбил грузовик.,B1,tatoeba:7287357,sent_t7287357.mp3,CC BY-NC 4.0
t7712402,Er wäre fast von einem Auto überfahren worden.,He was almost hit by a car.,Его чуть не сбила машина.,B1,tatoeba:7712402,sent_t7712402.mp3,
t632942,Ich verstehe überhaupt nichts.,I can't make head or tail of what you say.,Вообще ничего не понимаю.,B1,tatoeba:632942,sent_t632942.mp3,
t6700302,Nach der Kurve kannst du sie gefahrlos überholen.,You can overtake them safely after the bend.,После поворота ты можешь безопасно их обогнать.,B1,tatoeba:6700302,sent_t6700302.mp3,
t580770,Er beschleunigte sein Auto und überholte mich.,He accelerated his car and overtook me.,Он ускорил машину и обогнал меня.,B1,tatoeba:580770,sent_t580770.mp3,
t3513623,"Ich hoffe, Sie überlegen sich das noch mal.",I hope you'll reconsider.,"Надеюсь, вы передумаете.",B1,tatoeba:3513623,sent_t3513623.mp3,
t1796438,Überlegen Sie es sich bitte.,Please think it over.,"Пожалуйста, обдумайте.",B1,tatoeba:1796438,sent_t1796438.mp3,CC BY-NC 4.0
t6032125,Die Schule trennt Jungen und Mädchen während der Übernachtungen voneinander.,The school segregates boys and girls during overnight stays.,,B1,tatoeba:6032125,sent_t6032125.mp3,
x1-uebernachtung-n,Wir suchen eine günstige Übernachtung nahe dem Bahnhof.,We are looking for an inexpensive overnight stay near the station.,Мы ищем недорогой ночлег рядом с вокзалом.,B1,llm-extra,sent_x1-uebernachtung-n.mp3,
t12406724,Das Kochen übernehme gewöhnlich ich.,I'm the one who usually does the cooking.,Готовлю обычно я.,B1,tatoeba:12406724,sent_t12406724.mp3,
t10112580,Wann haben Sie das letzte Mal Ihr Sehvermögen überprüfen lassen?,When was the last time you had your vision tested?,Когда Вы в последний раз проверяли зрение?,B1,tatoeba:10112580,sent_t10112580.mp3,
t2204341,Wir werden es überprüfen.,We'll check.,Мы это проверим.,B1,tatoeba:2204341,sent_t2204341.mp3,CC BY-NC 4.0
t404128,Ich habe ihn die Straße überqueren sehen.,I saw him cross the street.,"Я видел, как он переходил через дорогу.",B1,tatoeba:404128,sent_t404128.mp3,
t235,"Das ist keine große Überraschung, oder?","It's not much of a surprise, is it?","Это совсем не удивительно, не так ли?",B1,tatoeba:235,sent_t235.mp3,
t371,Das ist eine Überraschung.,It's a surprise.,Это сюрприз.,B1,tatoeba:371,sent_t371.mp3,CC BY-NC 4.0
t759074,"Ich überredete meine Mutter, mir ihr Auto zu leihen.",I persuaded my mother to lend me her car.,Я убедил мать одолжить мне её машину.,B1,tatoeba:759074,sent_t759074.mp3,
