word_id,lemma,display,pos,gender,plural,verb_forms,level,topic,en,ru,freq_rank,source,audio,status
starr-a,starr,starr,adj,mask.,,,B2,gefuehle-beziehungen,"rigid, staring","оцепенелый, пристально смотрящий",2829,freq,word_starr-a.mp3,qa_flagged
bach-n,Bach,der Bach,noun,mask.,Bäche,,B2,umwelt-nachhaltigkeit,"brook, stream","ручей, речка",2831,freq,word_bach-n.mp3,enriched
rauschen-v,rauschen,rauschen,verb,,,,B2,umwelt-nachhaltigkeit,"rustle, roar","шелестеть, шуметь",2832,freq,word_rauschen-v.mp3,enriched
erleichtert-a,erleichtert,erleichtert,adj,mask.,,,B2,gefuehle-beziehungen,relieved,испытывающий облегчение,2833,freq,word_erleichtert-a.mp3,enriched
gefaehrden-v,gefährden,gefährden,verb,,,,B2,umwelt-nachhaltigkeit,"endanger, jeopardize","подвергать опасности, ставить под угрозу",2837,freq,word_gefaehrden-v.mp3,enriched
alpha-n,Alpha,das Alpha,noun,neutr.,Alphas,,B2,wissenschaft-technik,"alpha, Greek letter","альфа, греческая буква",2840,freq,word_alpha-n.mp3,qa_flagged
eigentum-n,Eigentum,das Eigentum,noun,neutr.,(Sg.),,B2,wirtschaft-konsum,"property, possessions","собственность, имущество",2841,freq,word_eigentum-n.mp3,enriched
organisiert-a,organisiert,organisiert,adj,mask.,,,B2,arbeit-beruf,"organized, systematic","организованный, систематичный",2842,freq,word_organisiert-a.mp3,enriched
aggressiv-a,aggressiv,aggressiv,adj,mask.,,,B2,gesellschaft-politik,"aggressive, hostile","агрессивный, враждебный",2844,freq,word_aggressiv-a.mp3,enriched
franc-n,Franc,der Franc,noun,mask.,Francs,,B2,wirtschaft-konsum,"franc, former currency","франк, бывшая валюта",2845,freq,word_franc-n.mp3,enriched
hurra-n,Hurra,das Hurra,noun,neutr.,Hurras,,B2,gefuehle-beziehungen,"hurray, cheering","ура, ликование",2846,freq,word_hurra-n.mp3,qa_flagged
abstellen-v,abstellen,abstellen,verb,,,,B2,reisen-mobilitaet,"park, put down","ставить, парковать",2848,freq,word_abstellen-v.mp3,qa_flagged
juedisch-a,jüdisch,jüdisch,adj,mask.,,,B2,gesellschaft-politik,"Jewish, Judaic","еврейский, иудейский",2849,freq,word_juedisch-a.mp3,enriched
verleihen-v,verleihen,verleihen,verb,,,"verleiht, verlieh, hat verliehen",B2,bildung-lernen,"lend, award","одалживать, присуждать",2852,freq,word_verleihen-v.mp3,enriched
versauen-v,versauen,versauen,verb,,,,B2,arbeit-beruf,"ruin, mess up","испортить, загубить",2855,freq,word_versauen-v.mp3,enriched
verhaftung-n,Verhaftung,die Verhaftung,noun,fem.,Verhaftungen,,B2,gesellschaft-politik,"arrest, detention","арест, задержание",2857,freq,word_verhaftung-n.mp3,enriched
lecken-v,lecken,lecken,verb,,,,B2,wissenschaft-technik,"leak, lick","протекать, лизать",2858,freq,word_lecken-v.mp3,enriched
schwaenzen-v,schwänzen,schwänzen,verb,,,,B2,bildung-lernen,"skip school, cut class","прогу́ливать школу, пропуска́ть занятия",2859,freq,word_schwaenzen-v.mp3,enriched
durchkommen-v,durchkommen,durchkommen,verb,,,"kommt durch, kam durch, ist durchgekommen",B2,redemittel,"get away with it, get through","сойти с рук, пройти",2860,freq,word_durchkommen-v.mp3,enriched
schwachkopf-n,Schwachkopf,der Schwachkopf,noun,mask.,Schwachköpfe,,B2,gefuehle-beziehungen,"dimwit, idiot","болван, идиот",2866,freq,word_schwachkopf-n.mp3,enriched
geehrt-a,geehrt,geehrt,adj,mask.,,,B2,gesellschaft-politik,"honored, respected","почтённый, уважаемый",2867,freq,word_geehrt-a.mp3,enriched
beileid-n,Beileid,das Beileid,noun,neutr.,(Sg.),,B2,gefuehle-beziehungen,condolences,соболезнования,2869,freq,word_beileid-n.mp3,qa_flagged
unschuld-n,Unschuld,die Unschuld,noun,fem.,(Sg.),,B2,gesellschaft-politik,innocence,"невиновность, невинность",2872,freq,word_unschuld-n.mp3,enriched
liken-v,liken,liken,verb,,,,B2,medien-technologie,like online,ставить лайк,2874,freq,word_liken-v.mp3,enriched
sensor-n,Sensor,der Sensor,noun,mask.,Sensoren,,B2,wissenschaft-technik,"sensor, detector","датчик, сенсор",2876,freq,word_sensor-n.mp3,enriched
vollidiot-n,Vollidiot,der Vollidiot,noun,mask.,Vollidioten,,B2,gefuehle-beziehungen,complete idiot,полный идиот,2877,freq,word_vollidiot-n.mp3,enriched
feindlich-a,feindlich,feindlich,adj,mask.,,,B2,gesellschaft-politik,"hostile, enemy","враждебный, неприятельский",2878,freq,word_feindlich-a.mp3,enriched
verarscht-a,verarscht,verarscht,adj,,,,B2,gefuehle-beziehungen,"conned, messed around","обманутый, выставленный дураком",2879,freq,word_verarscht-a.mp3,qa_flagged
buttern-v,buttern,buttern,verb,,,,B2,wirtschaft-konsum,"butter, lavish money","маслить, вкладывать много денег",2880,freq,word_buttern-v.mp3,enriched
vertraulich-a,vertraulich,vertraulich,adj,mask.,,,B2,gesellschaft-politik,"confidential, private","конфиденциальный, тайный",2881,freq,word_vertraulich-a.mp3,enriched
nachbarschaft-n,Nachbarschaft,die Nachbarschaft,noun,fem.,Nachbarschaften,,B2,gesellschaft-politik,neighborhood,"район, соседство",2882,freq,word_nachbarschaft-n.mp3,qa_flagged
hauptquartier-n,Hauptquartier,das Hauptquartier,noun,neutr.,Hauptquartiere,,B2,gesellschaft-politik,headquarters,"штаб-квартира, штаб",2885,freq,word_hauptquartier-n.mp3,enriched
ausleihen-v,ausleihen,ausleihen,verb,,,"leiht aus, lieh aus, hat ausgeliehen",B2,wirtschaft-konsum,"borrow, lend","брать взаймы, одалживать",2886,freq,word_ausleihen-v.mp3,enriched
oberflaeche-n,Oberfläche,die Oberfläche,noun,fem.,Oberflächen,,B2,wissenschaft-technik,surface,поверхность,2887,freq,word_oberflaeche-n.mp3,enriched
zivilist-n,Zivilist,der Zivilist,noun,mask.,Zivilisten,,B2,gesellschaft-politik,civilian,гражданское лицо,2888,freq,word_zivilist-n.mp3,enriched
verfassung-n,Verfassung,die Verfassung,noun,fem.,Verfassungen,,B2,gesellschaft-politik,"constitution, physical condition","конституция, физическое состояние",2889,freq,word_verfassung-n.mp3,enriched
klatschen-v,klatschen,klatschen,verb,,,,B2,kultur-medien,"applaud, clap","аплодировать, хлопать",2890,freq,word_klatschen-v.mp3,qa_flagged
wegkommen-v,wegkommen,wegkommen,verb,,,"kommt weg, kam weg, ist weggekommen",B2,umwelt-nachhaltigkeit,"get away, move away","уйти, избавиться",2891,freq,word_wegkommen-v.mp3,enriched
master-n,Master,der Master,noun,mask.,Master,,B2,bildung-lernen,master’s degree,степень магистра,2892,freq,word_master-n.mp3,enriched
premierminister-n,Premierminister,der Premierminister,noun,mask.,Premierminister,,B2,gesellschaft-politik,prime minister,премьер-министр,2893,freq,word_premierminister-n.mp3,enriched
guertel-n,Gürtel,der Gürtel,noun,mask.,Gürtel,,B2,gesundheit-ernaehrung,"belt, waistband","ремень, пояс",2894,freq,word_guertel-n.mp3,enriched
turner-n,Turner,der Turner,noun,mask.,Turner,,B2,gesundheit-ernaehrung,gymnast,гимнаст,2895,freq,word_turner-n.mp3,enriched
vereinbarung-n,Vereinbarung,die Vereinbarung,noun,fem.,Vereinbarungen,,B2,arbeit-beruf,"agreement, arrangement","соглашение, договорённость",2896,freq,word_vereinbarung-n.mp3,enriched
wischen-v,wischen,wischen,verb,,,,B2,gesundheit-ernaehrung,"wipe, wipe off","вытирать, стирать",2897,freq,word_wischen-v.mp3,enriched
gewalttaetig-a,gewalttätig,gewalttätig,adj,mask.,,,B2,gesellschaft-politik,violent,"жестокий, агрессивный",2898,freq,word_gewalttaetig-a.mp3,enriched
krankenstation-n,Krankenstation,die Krankenstation,noun,fem.,Krankenstationen,,B2,gesundheit-ernaehrung,"hospital ward, infirmary","больничная палата, медпункт",2903,freq,word_krankenstation-n.mp3,enriched
episode-n,Episode,die Episode,noun,fem.,Episoden,,B2,kultur-medien,"episode, incident","эпизод, случай",2904,freq,word_episode-n.mp3,enriched
set-n,Set,das Set,noun,neutr.,Sets,,B2,wirtschaft-konsum,"set, kit","набор, комплект",2905,freq,word_set-n.mp3,enriched
beschaedigt-a,beschädigt,beschädigt,adj,mask.,,,B2,umwelt-nachhaltigkeit,"damaged, defective","повреждённый, неисправный",2906,freq,word_beschaedigt-a.mp3,enriched
sauerstoff-n,Sauerstoff,der Sauerstoff,noun,mask.,(Sg.),,B2,wissenschaft-technik,oxygen,кислород,2907,freq,word_sauerstoff-n.mp3,enriched
rechtfertigen-v,rechtfertigen,rechtfertigen,verb,,,,B2,redemittel,"justify, warrant","оправдывать, обосновывать",2908,freq,word_rechtfertigen-v.mp3,enriched
troesten-v,trösten,trösten,verb,,,,B2,gefuehle-beziehungen,"comfort, console","утешать,慰ешить",2910,freq,word_troesten-v.mp3,enriched
element-n,Element,das Element,noun,neutr.,Elemente,,B2,wissenschaft-technik,"element, component","элемент, составляющая",2911,freq,word_element-n.mp3,enriched
deinetwegen-a,deinetwegen,deinetwegen,adv,,,,B2,gefuehle-beziehungen,because of you,из-за тебя,2912,freq,word_deinetwegen-a.mp3,enriched
verbuenden-v,verbünden,verbünden,verb,,,,B2,gesellschaft-politik,"form an alliance, ally","объединяться, вступать в союз",2914,freq,word_verbuenden-v.mp3,enriched
weisheit-n,Weisheit,die Weisheit,noun,fem.,Weisheiten,,B2,bildung-lernen,"wisdom, insight","мудрость, житейская мудрость",2915,freq,word_weisheit-n.mp3,enriched
verehren-v,verehren,verehren,verb,,,,B2,gefuehle-beziehungen,"admire, revere","почитать, боготворить",2916,freq,word_verehren-v.mp3,qa_flagged
betteln-v,betteln,betteln,verb,,,,B2,gesellschaft-politik,"beg, plead","попрошайничать, умолять",2917,freq,word_betteln-v.mp3,qa_flagged
einmalig-a,einmalig,einmalig,adj,mask.,,,B2,reisen-mobilitaet,"unique, one-time","уникальный, единственный",2918,freq,word_einmalig-a.mp3,enriched
handlung-n,Handlung,die Handlung,noun,fem.,Handlungen,,B2,kultur-medien,"action, plot","действие, сюжет",2919,freq,word_handlung-n.mp3,enriched
stimmengewirr-n,Stimmengewirr,das Stimmengewirr,noun,neutr.,Stimmengewirre,,B2,kultur-medien,babble of voices,гул голосов,2920,freq,word_stimmengewirr-n.mp3,enriched
zerstoerung-n,Zerstörung,die Zerstörung,noun,fem.,Zerstörungen,,B2,umwelt-nachhaltigkeit,"destruction, devastation","разрушение, опустошение",2921,freq,word_zerstoerung-n.mp3,enriched
stirn-n,Stirn,die Stirn,noun,fem.,Stirnen,,B2,gesundheit-ernaehrung,forehead,лоб,2922,freq,word_stirn-n.mp3,enriched
fernhalten-v,fernhalten,fernhalten,verb,,,"hält fern, hielt fern, hat ferngehalten",B2,gesellschaft-politik,"keep away, distance oneself","держаться подальше, отстранять",2924,freq,word_fernhalten-v.mp3,enriched
analyse-n,Analyse,die Analyse,noun,fem.,Analysen,,B2,wissenschaft-technik,analysis,анализ,2926,freq,word_analyse-n.mp3,enriched
ungeheuer-a,ungeheuer,ungeheuer,adj,mask.,,,B2,gefuehle-beziehungen,"enormous, extremely","огромный, чрезвычайно",2929,freq,word_ungeheuer-a.mp3,enriched
atmosphaere-n,Atmosphäre,die Atmosphäre,noun,fem.,Atmosphären,,B2,kultur-medien,"atmosphere, mood","атмосфера, настроение",2930,freq,word_atmosphaere-n.mp3,enriched
alptraum-n,Alptraum,der Alptraum,noun,mask.,Alpträume,,B2,gefuehle-beziehungen,nightmare,"кошмарный сон, кошмар",2932,freq,word_alptraum-n.mp3,enriched
fuerchterlich-a,fürchterlich,fürchterlich,adj,mask.,,,B2,gefuehle-beziehungen,"terrible, dreadful","ужасный, страшный",2933,freq,word_fuerchterlich-a.mp3,enriched
japaner-n,Japaner,der Japaner,noun,mask.,Japaner,,B2,gesellschaft-politik,"Japanese man, Japanese people","японец, японцы",2934,freq,word_japaner-n.mp3,enriched
nuss-n,Nuss,die Nuss,noun,fem.,Nüsse,,B2,gesundheit-ernaehrung,nut,орех,2936,freq,word_nuss-n.mp3,enriched
leber-n,Leber,die Leber,noun,fem.,Lebern,,B2,gesundheit-ernaehrung,liver,печень,2937,freq,word_leber-n.mp3,enriched
anzuenden-v,anzünden,anzünden,verb,,,"zündet an, zündete an, hat angezündet",B2,kultur-medien,"light, set fire to","зажигать, поджигать",2939,freq,word_anzuenden-v.mp3,enriched
tarnung-n,Tarnung,die Tarnung,noun,fem.,Tarnungen,,B2,gesellschaft-politik,"camouflage, disguise","маскировка, прикрытие",2941,freq,word_tarnung-n.mp3,qa_flagged
stall-n,Stall,der Stall,noun,mask.,Ställe,,B2,umwelt-nachhaltigkeit,"stable, barn","конюшня, хлев",2942,freq,word_stall-n.mp3,qa_flagged
reiter-n,Reiter,der Reiter,noun,mask.,Reiter,,B2,reisen-mobilitaet,"rider, horseman","всадник, наездник",2945,freq,word_reiter-n.mp3,enriched
galaxie-n,Galaxie,die Galaxie,noun,fem.,Galaxien,,B2,wissenschaft-technik,galaxy,галактика,2947,freq,word_galaxie-n.mp3,enriched
durchhalten-v,durchhalten,durchhalten,verb,,,"hält durch, hielt durch, hat durchgehalten",B2,gesundheit-ernaehrung,"hold on, endure","держаться, выдерживать",2949,freq,word_durchhalten-v.mp3,enriched
akt-n,Akt,der Akt,noun,mask.,Akte,,B2,kultur-medien,"act, deed","акт, поступок",2950,freq,word_akt-n.mp3,enriched
helm-n,Helm,der Helm,noun,mask.,Helme,,B2,reisen-mobilitaet,helmet,"шлем, каска",2952,freq,word_helm-n.mp3,enriched
moral-n,Moral,die Moral,noun,fem.,Moralen,,B2,gesellschaft-politik,"morality, morals","мораль, нравственность",2953,freq,word_moral-n.mp3,enriched
eindringen-v,eindringen,eindringen,verb,,,"dringt ein, drang ein, ist eingedrungen",B2,gesellschaft-politik,"enter forcibly, penetrate","проникать, вторгаться",2955,freq,word_eindringen-v.mp3,qa_flagged
klarstellen-v,klarstellen,klarstellen,verb,,,,B2,redemittel,"clarify, make clear","прояснять, уточнять",2956,freq,word_klarstellen-v.mp3,enriched
spezies-n,Spezies,die Spezies,noun,fem.,-,,B2,umwelt-nachhaltigkeit,species,"вид, биологический вид",2957,freq,word_spezies-n.mp3,enriched
melodie-n,Melodie,die Melodie,noun,fem.,Melodien,,B2,kultur-medien,"melody, tune","мелодия, мотив",2958,freq,word_melodie-n.mp3,enriched
unendlich-a,unendlich,unendlich,adj,mask.,,,B2,wissenschaft-technik,"infinite, endless","бесконечный, безграничный",2959,freq,word_unendlich-a.mp3,enriched
irgendwohin-a,irgendwohin,irgendwohin,adv,,,,B2,reisen-mobilitaet,"somewhere, anywhere","куда-нибудь, куда-то",2961,freq,word_irgendwohin-a.mp3,enriched
brunnen-n,Brunnen,der Brunnen,noun,mask.,Brunnen,,B2,umwelt-nachhaltigkeit,"well, fountain","колодец, фонтан",2964,freq,word_brunnen-n.mp3,enriched
moench-n,Mönch,der Mönch,noun,mask.,Mönche,,B2,kultur-medien,monk,монах,2966,freq,word_moench-n.mp3,enriched
juwel-n,Juwel,der Juwel,noun,mask.,Juwelen,,B2,wirtschaft-konsum,"jewel, precious stone","драгоценный камень, драгоценность",2969,freq,word_juwel-n.mp3,enriched
argument-n,Argument,das Argument,noun,neutr.,Argumente,,B2,redemittel,"argument, reason","аргумент, довод",2970,freq,word_argument-n.mp3,enriched
engagiert-a,engagiert,engagiert,adj,mask.,,,B2,arbeit-beruf,"committed, actively involved","вовлечённый, активный",2971,freq,word_engagiert-a.mp3,enriched
naiv-a,naiv,naiv,adj,mask.,,,B2,gefuehle-beziehungen,"naive, unsuspecting","наивный, доверчивый",2972,freq,word_naiv-a.mp3,enriched
summen-v,summen,summen,verb,,,,B2,kultur-medien,"hum, buzz","напевать, жужжать",2973,freq,word_summen-v.mp3,enriched
aufbrechen-v,aufbrechen,aufbrechen,verb,,,"bricht auf, brach auf, ist aufgebrochen",B2,reisen-mobilitaet,"set off, break open","отправляться, взламывать",2974,freq,word_aufbrechen-v.mp3,enriched
christ-n,Christ,der Christ,noun,mask.,Christen,,B2,gesellschaft-politik,Christian,христианин,2975,freq,word_christ-n.mp3,enriched
altmodisch-a,altmodisch,altmodisch,adj,mask.,,,B2,kultur-medien,"old-fashioned, outdated","старомодный, устаревший",2976,freq,word_altmodisch-a.mp3,enriched
abdruecken-v,abdrücken,abdrücken,verb,,,,B2,gesellschaft-politik,"pull the trigger, press","спускать курок, нажимать",2978,freq,word_abdruecken-v.mp3,enriched
glotzen-v,glotzen,glotzen,verb,,,,B2,kultur-medien,"stare, gawk","пялиться, глазеть",2979,freq,word_glotzen-v.mp3,enriched
champion-n,Champion,der Champion,noun,mask.,Champions,,B2,kultur-medien,"champion, titleholder","чемпион, победитель",2982,freq,word_champion-n.mp3,enriched
chirurg-n,Chirurg,der Chirurg,noun,mask.,Chirurgen,,B2,gesundheit-ernaehrung,surgeon,хирург,2983,freq,word_chirurg-n.mp3,enriched
iris-n,Iris,die Iris,noun,fem.,Iris,,B2,gesundheit-ernaehrung,"iris, colored eye part","радужка, радужная оболочка",2984,freq,word_iris-n.mp3,enriched
beziehen-v,beziehen,beziehen,verb,,,"bezieht, bezog, hat bezogen",B2,redemittel,"refer to, move into","относиться к, въезжать",2986,freq,word_beziehen-v.mp3,enriched
neigen-v,neigen,neigen,verb,,,,B2,gefuehle-beziehungen,"tend, be inclined","быть склонным, иметь тенденцию",2987,freq,word_neigen-v.mp3,enriched
vereint-a,vereint,vereint,adj,mask.,,,B2,gefuehle-beziehungen,"united, reunited","объединённый, воссоединившийся",2991,freq,word_vereint-a.mp3,enriched
plaudern-v,plaudern,plaudern,verb,,,,B2,gefuehle-beziehungen,"chat, have a chat","болтать, беседовать",2993,freq,word_plaudern-v.mp3,enriched
depp-n,Depp,der Depp,noun,mask.,Deppen,,B2,gefuehle-beziehungen,"idiot, fool","дурак, идиот",2994,freq,word_depp-n.mp3,enriched
saugen-v,saugen,saugen,verb,,,"saugt, sog, hat gesogen",B2,wirtschaft-konsum,"vacuum, absorb","пылесосить, впитывать",2996,freq,word_saugen-v.mp3,qa_flagged
nachname-n,Nachname,der Nachname,noun,mask.,Nachnamen,,B2,gesellschaft-politik,"surname, last name",фамилия,3000,freq,word_nachname-n.mp3,enriched
predigen-v,predigen,predigen,verb,,,,B2,redemittel,"preach, urge repeatedly","проповедовать, поучать",3001,freq,word_predigen-v.mp3,enriched
vermutung-n,Vermutung,die Vermutung,noun,fem.,Vermutungen,,B2,redemittel,"assumption, guess","предположение, догадка",3002,freq,word_vermutung-n.mp3,enriched
obdachlos-a,obdachlos,obdachlos,adj,mask.,,,B2,gesellschaft-politik,homeless,бездомный,3004,freq,word_obdachlos-a.mp3,enriched
just-a,just,just,adv,,,,B2,redemittel,"just, exactly","как раз, именно",3006,freq,word_just-a.mp3,enriched
schleifen-v,schleifen,schleifen,verb,,,"schleift, schliff, hat geschliffen",B2,wissenschaft-technik,"sharpen, grind","точить, шлифовать",3007,freq,word_schleifen-v.mp3,enriched
flieger-n,Flieger,der Flieger,noun,mask.,Flieger,,B2,reisen-mobilitaet,"plane, flight","самолёт, рейс",3008,freq,word_flieger-n.mp3,enriched
noerdlich-a,nördlich,nördlich,adj,mask.,,,B2,reisen-mobilitaet,"northern, north of","северный, к северу от",3009,freq,word_noerdlich-a.mp3,enriched
geheimdienst-n,Geheimdienst,der Geheimdienst,noun,mask.,Geheimdienste,,B2,gesellschaft-politik,"intelligence service, secret service","разведка, спецслужба",3010,freq,word_geheimdienst-n.mp3,qa_flagged
herunter-a,herunter,herunter,adv,,,,B2,reisen-mobilitaet,"down, downward","вниз, с́низу",3012,freq,word_herunter-a.mp3,enriched
korb-n,Korb,der Korb,noun,mask.,Körbe,,B2,gesundheit-ernaehrung,"basket, hamper",корзина,3014,freq,word_korb-n.mp3,enriched
verschwoerung-n,Verschwörung,die Verschwörung,noun,fem.,Verschwörungen,,B2,gesellschaft-politik,conspiracy,"заговор, конспирация",3018,freq,word_verschwoerung-n.mp3,enriched
illusion-n,Illusion,die Illusion,noun,fem.,Illusionen,,B2,gefuehle-beziehungen,"illusion, false belief","иллюзия, заблуждение",3020,freq,word_illusion-n.mp3,enriched
dritter-n,Dritter,Dritter,num,,,,B2,bildung-lernen,"third person, third","третий, третий человек",3021,freq,word_dritter-n.mp3,enriched
jury-n,Jury,die Jury,noun,fem.,Jurys,,B2,gesellschaft-politik,"jury, panel of judges","жюри, суд присяжных",3022,freq,word_jury-n.mp3,enriched
schublade-n,Schublade,die Schublade,noun,fem.,Schubladen,,B2,wirtschaft-konsum,drawer,"ящик, выдвижной ящик",3027,freq,word_schublade-n.mp3,enriched
platzieren-v,platzieren,platzieren,verb,,,,B2,arbeit-beruf,"place, position","размещать, располагать",3030,freq,word_platzieren-v.mp3,enriched
bewaehrung-n,Bewährung,die Bewährung,noun,fem.,(Sg.),,B2,gesellschaft-politik,"probation, suspended sentence","условное наказание, испытательный срок",3032,freq,word_bewaehrung-n.mp3,enriched
berater-n,Berater,der Berater,noun,mask.,Berater,,B2,arbeit-beruf,"advisor, consultant","советник, консультант",3033,freq,word_berater-n.mp3,enriched
andauernd-a,andauernd,andauernd,adj,mask.,,,B2,gefuehle-beziehungen,"constant, continual","постоянный, непрерывный",3034,freq,word_andauernd-a.mp3,enriched
versorgen-v,versorgen,versorgen,verb,,,,B2,gesundheit-ernaehrung,"supply, care for","снабжать, заботиться о",3035,freq,word_versorgen-v.mp3,enriched
bezirk-n,Bezirk,der Bezirk,noun,mask.,Bezirke,,B2,gesellschaft-politik,"district, borough","район, округ",3036,freq,word_bezirk-n.mp3,enriched
unsicher-a,unsicher,unsicher,adj,mask.,,,B2,gefuehle-beziehungen,"uncertain, insecure","неуверенный, ненадёжный",3039,freq,word_unsicher-a.mp3,enriched
zigarre-n,Zigarre,die Zigarre,noun,fem.,Zigarren,,B2,gesundheit-ernaehrung,cigar,сигара,3041,freq,word_zigarre-n.mp3,enriched
fuegen-v,fügen,fügen,verb,,,,B2,medien-technologie,"add, append","добавлять, присоединять",3042,freq,word_fuegen-v.mp3,enriched
baseball-n,Baseball,der Baseball,noun,mask.,Baseballs,,B2,kultur-medien,baseball,бейсбол,3043,freq,word_baseball-n.mp3,enriched
ausprobieren-v,ausprobieren,ausprobieren,verb,,,,B2,bildung-lernen,"try out, test","пробовать, испытывать",3045,freq,word_ausprobieren-v.mp3,enriched
ritual-n,Ritual,das Ritual,noun,neutr.,Rituale,,B2,gesellschaft-politik,"ritual, customary practice","ритуал, обряд",3046,freq,word_ritual-n.mp3,enriched
servieren-v,servieren,servieren,verb,,,,B2,gesundheit-ernaehrung,"serve, present","подавать, сервировать",3047,freq,word_servieren-v.mp3,enriched
tonne-n,Tonne,die Tonne,noun,fem.,Tonnen,,B2,umwelt-nachhaltigkeit,"ton, metric ton",тонна,3048,freq,word_tonne-n.mp3,enriched
kanzlei-n,Kanzlei,die Kanzlei,noun,fem.,Kanzleien,,B2,arbeit-beruf,"law office, firm","юридическая фирма, канцелярия",3049,freq,word_kanzlei-n.mp3,enriched
bezug-n,Bezug,der Bezug,noun,mask.,Bezüge,,B2,redemittel,"connection, reference","связь, отношение",3052,freq,word_bezug-n.mp3,enriched
sauen-v,sauen,sauen,verb,,,,B2,gesundheit-ernaehrung,"make a mess, gobble","пачкать, жадно есть",3053,freq,word_sauen-v.mp3,enriched
kid-n,Kid,das Kid,noun,neutr.,Kids,,B2,gesellschaft-politik,"kid, young person","подросток, молодой человек",3054,freq,word_kid-n.mp3,enriched
empfindlich-a,empfindlich,empfindlich,adj,mask.,,,B2,gefuehle-beziehungen,"sensitive, delicate","чувствительный, восприимчивый",3058,freq,word_empfindlich-a.mp3,enriched
huefte-n,Hüfte,die Hüfte,noun,fem.,Hüften,,B2,gesundheit-ernaehrung,hip,"бедро, тазобедренный сустав",3059,freq,word_huefte-n.mp3,enriched
pfad-n,Pfad,der Pfad,noun,mask.,Pfade,,B2,reisen-mobilitaet,"path, trail","тропа, дорожка",3060,freq,word_pfad-n.mp3,enriched
dazwischen-a,dazwischen,dazwischen,adv,,,,B2,gefuehle-beziehungen,"in between, in the middle","между, вмешавшись",3061,freq,word_dazwischen-a.mp3,enriched
raeuber-n,Räuber,der Räuber,noun,mask.,Räuber,,B2,gesellschaft-politik,"robber, bandit","грабитель, разбойник",3063,freq,word_raeuber-n.mp3,enriched
pur-a,pur,pur,adj,mask.,,,B2,gefuehle-beziehungen,"pure, sheer","чистый, настоящий",3064,freq,word_pur-a.mp3,enriched
wobei-a,wobei,wobei,conj,,,,B2,redemittel,"whereby, although","при этом, хотя",3065,freq,word_wobei-a.mp3,qa_flagged
zeremonie-n,Zeremonie,die Zeremonie,noun,fem.,Zeremonien,,B2,kultur-medien,ceremony,церемония,3066,freq,word_zeremonie-n.mp3,enriched
emotion-n,Emotion,die Emotion,noun,fem.,Emotionen,,B2,gefuehle-beziehungen,"emotion, feeling","эмоция, чувство",3067,freq,word_emotion-n.mp3,enriched
kokain-n,Kokain,das Kokain,noun,neutr.,(Sg.),,B2,gesundheit-ernaehrung,cocaine,кокаин,3069,freq,word_kokain-n.mp3,enriched
schubsen-v,schubsen,schubsen,verb,,,,B2,gesellschaft-politik,"push, shove","толкать, пихать",3072,freq,word_schubsen-v.mp3,enriched
graefin-n,Gräfin,die Gräfin,noun,fem.,Gräfinnen,,B2,kultur-medien,countess,графиня,3073,freq,word_graefin-n.mp3,enriched
qual-n,Qual,die Qual,noun,fem.,Qualen,,B2,gefuehle-beziehungen,"agony, torment","мука, страдание",3075,freq,word_qual-n.mp3,enriched
pardon-n,Pardon,der Pardon,noun,mask.,(Sg.),,B2,gesellschaft-politik,"mercy, pardon","пощада, прощение",3078,freq,word_pardon-n.mp3,enriched
genosse-n,Genosse,der Genosse,noun,mask.,Genossen,,B2,gesellschaft-politik,"comrade, companion","товарищ, соратник",3079,freq,word_genosse-n.mp3,enriched
route-n,Route,die Route,noun,fem.,Routen,,B2,reisen-mobilitaet,"route, itinerary","маршрут, путь",3081,freq,word_route-n.mp3,enriched
entzueckend-a,entzückend,entzückend,adj,mask.,,,B2,gefuehle-beziehungen,"delightful, charming","очаровательный, прелестный",3082,freq,word_entzueckend-a.mp3,enriched
nuechtern-a,nüchtern,nüchtern,adj,mask.,,,B2,gesundheit-ernaehrung,"sober, matter-of-fact","трезвый, сухой",3084,freq,word_nuechtern-a.mp3,enriched
loechern-v,löchern,löchern,verb,,,,B2,bildung-lernen,question persistently,засыпать вопросами,3087,freq,word_loechern-v.mp3,qa_flagged
umschlag-n,Umschlag,der Umschlag,noun,mask.,Umschläge,,B2,medien-technologie,"envelope, turnover","конверт, оборот",3090,freq,word_umschlag-n.mp3,enriched
hilflos-a,hilflos,hilflos,adj,mask.,,,B2,gefuehle-beziehungen,helpless,беспомощный,3091,freq,word_hilflos-a.mp3,enriched
egoistisch-a,egoistisch,egoistisch,adj,mask.,,,B2,gefuehle-beziehungen,"selfish, self-centered","эгоистичный, себялюбивый",3092,freq,word_egoistisch-a.mp3,enriched
fertigmachen-v,fertigmachen,fertigmachen,verb,,,"macht fertig, machte fertig, hat fertiggemacht",B2,gefuehle-beziehungen,"get ready, wear down","собираться, изматывать",3093,freq,word_fertigmachen-v.mp3,qa_flagged
goennen-v,gönnen,gönnen,verb,,,,B2,gesundheit-ernaehrung,"treat oneself, begrudge","позволить себе, завидовать",3094,freq,word_goennen-v.mp3,enriched
fluechtig-a,flüchtig,flüchtig,adj,mask.,,,B2,kultur-medien,"fleeting, cursory","мимолётный, беглый",3095,freq,word_fluechtig-a.mp3,qa_flagged
